0.009367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000924,0.000000,0.000000,0.000000,0.000000,0.000431,0.011338,0.000000,0.000062,0.000000,0.005053,0.000000,0.000000,0.000000,0.000000,0.000000,0.001232,0.003143,1.000000,1725.0
0.034594,0.001516,0.001264,0.000158,0.075159,0.019366,0.037342,0.000126,0.000063,0.000190,0.000000,0.000063,0.000190,0.000000,0.000032,0.000000,0.148675,0.000032,0.000000,0.000000,0.000063,0.222633,0.001453,0.002907,1.000000,1570.0
0.022788,0.000000,0.000000,0.000581,0.000233,0.000116,0.002558,0.011859,0.000116,0.000000,0.000000,0.000000,0.000233,0.000233,0.000233,0.000000,0.012905,0.000000,0.000000,0.000233,0.000814,0.001628,0.020114,0.000930,1.000000,1856.0
0.024205,0.000000,0.000000,0.000978,0.000244,0.000000,0.008068,0.002200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001222,0.023472,0.019560,0.000000,0.000000,0.000000,0.003423,0.001711,0.002689,1.000000,1690.0
0.011597,0.000000,0.000000,0.000527,0.000000,0.000000,0.000527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000527,0.000527,0.000000,0.000000,0.004217,0.000000,0.011070,0.000000,0.000000,0.000000,0.007907,0.000000,0.483395,1897.0
0.023667,0.002232,0.051054,0.000142,0.000319,0.000461,0.050310,0.000177,0.000106,0.000461,0.000000,0.000213,0.000354,0.000000,0.000142,0.000390,0.121878,0.000283,0.000071,0.000106,0.000213,0.011408,0.006129,0.018990,1.000000,1647.0
0.026390,0.000472,0.000472,0.000018,0.000744,0.000599,0.041008,0.000018,0.000091,0.000109,0.000000,0.030616,0.000073,0.000036,0.000127,0.000073,0.165757,0.000000,0.000000,0.000018,0.000036,0.016958,0.000762,0.006983,1.000000,1623.0
0.017356,0.000335,0.000252,0.018026,0.000084,0.000084,0.004611,0.000084,0.000000,0.000168,0.000000,0.000000,0.000084,0.000503,0.000000,0.000000,0.011067,0.000084,0.000168,0.000335,0.000252,0.001006,0.043599,0.001928,1.000000,1840.0
0.008204,0.036820,0.000195,0.000000,0.000195,0.002246,0.025295,0.000586,0.000000,0.000098,0.000000,0.000391,0.000098,0.000000,0.000000,0.000098,0.198945,0.000000,0.000000,0.000098,0.000293,0.040629,0.003028,0.005079,1.000000,1593.0
0.053728,0.001914,0.000142,0.000213,0.045435,0.008010,0.011979,0.000071,0.000000,0.000284,0.000000,0.000354,0.000071,0.000000,0.000071,0.000000,0.126807,0.000071,0.000000,0.000000,0.000284,0.097604,0.003615,0.004607,1.000000,1584.0
0.031932,0.002513,0.003861,0.000000,0.000429,0.000552,0.074712,0.000061,0.000245,0.000858,0.000000,0.020532,0.000245,0.000000,0.000123,0.000123,0.154940,0.000123,0.000123,0.000000,0.000000,0.036345,0.003126,0.011339,1.000000,1615.0
0.030723,0.000209,0.000697,0.000070,0.000139,0.000139,0.014212,0.000070,0.000279,0.000662,0.000000,0.000209,0.002055,0.000035,0.000105,0.000244,0.012610,0.024453,0.000139,0.000000,0.000383,0.010798,0.002090,0.007698,1.000000,1693.0
0.001375,0.000000,0.000046,0.000000,0.000046,0.000000,0.000917,0.000000,0.000046,0.000092,0.000000,0.000000,0.000229,0.000000,0.000000,0.000183,0.006004,0.036623,0.000000,0.000000,0.000000,0.000046,0.000733,0.008755,1.000000,1692.0
0.018594,0.001504,0.034113,0.000068,0.000000,0.000479,0.036642,0.000068,0.000068,0.000137,0.000000,0.000068,0.000205,0.000000,0.000068,0.000068,0.126607,0.000000,0.000000,0.000000,0.000000,0.013604,0.002119,0.015860,1.000000,1640.0
0.011264,0.026283,0.000626,0.000000,0.000626,0.000626,0.015645,0.000626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139549,0.000000,0.000000,0.000000,0.000000,0.031915,0.002503,0.006884,0.625156,1598.0
0.027331,0.000130,0.000029,0.030387,0.000000,0.000202,0.002090,0.000202,0.000043,0.000000,0.000014,0.000014,0.000029,0.000014,0.000043,0.000014,0.018466,0.000000,0.000014,0.000000,0.000058,0.001888,0.034452,0.001355,1.000000,1832.0
0.003025,0.000340,0.000255,0.000102,0.000034,0.000034,0.005217,0.000000,0.000051,0.013732,0.000000,0.000340,0.000136,0.000034,0.000017,0.000136,0.030591,0.000000,0.000034,0.000000,0.000119,0.003178,0.002141,0.018847,1.000000,1662.0
0.012935,0.026722,0.000037,0.000074,0.000111,0.000889,0.012304,0.000037,0.000074,0.000037,0.000000,0.000074,0.000000,0.000000,0.000037,0.000000,0.201023,0.000000,0.000000,0.000000,0.000074,0.031502,0.001260,0.003817,1.000000,1604.0
0.024691,0.023096,0.000591,0.000156,0.000140,0.001673,0.026333,0.000125,0.000016,0.000366,0.000023,0.000451,0.000109,0.000039,0.000117,0.000101,0.188844,0.000016,0.000039,0.000008,0.000062,0.019960,0.001899,0.005572,1.000000,1597.0
0.024149,0.000596,0.000130,0.000050,0.000370,0.065738,0.014938,0.000020,0.000010,0.000110,0.000080,0.000265,0.000040,0.000005,0.000025,0.000055,0.177010,0.000060,0.000030,0.000010,0.000030,0.112453,0.001261,0.005562,1.000000,1567.0
0.011508,0.000146,0.000205,0.000039,0.000146,0.000117,0.004063,0.000058,0.000049,0.009023,0.000049,0.000029,0.000195,0.000000,0.000000,0.000244,0.016302,0.000039,0.000029,0.000029,0.000088,0.001734,0.001501,0.015532,1.000000,1668.0
0.026242,0.000217,0.000651,0.000000,0.000434,0.000000,0.012579,0.000000,0.011277,0.000000,0.000217,0.000000,0.001952,0.000000,0.000217,0.000000,0.013012,0.000434,0.000217,0.000000,0.000000,0.007157,0.002602,0.001518,1.000000,1734.0
0.006819,0.000033,0.000000,0.000000,0.000000,0.000000,0.001142,0.000000,0.000098,0.000000,0.000000,0.000000,0.000033,0.000131,0.000098,0.000065,0.010180,0.000000,0.000000,0.000000,0.027570,0.000261,0.004176,0.001958,1.000000,1761.0
0.020281,0.028786,0.000218,0.000109,0.000218,0.001527,0.026388,0.000218,0.000000,0.000000,0.000000,0.000763,0.000000,0.000109,0.000109,0.000327,0.167703,0.000218,0.000000,0.000000,0.000000,0.039581,0.001308,0.003598,1.000000,1597.0
0.017351,0.002082,0.000159,0.000130,0.029107,0.032172,0.017221,0.000072,0.000043,0.000101,0.000000,0.000333,0.000043,0.000000,0.000029,0.000130,0.208086,0.000043,0.000029,0.000014,0.000116,0.191212,0.002082,0.006449,1.000000,1578.0
0.009938,0.000621,0.002484,0.000000,0.000621,0.001863,0.021739,0.000000,0.000621,0.000000,0.000000,0.008696,0.000000,0.000000,0.000000,0.000621,0.050311,0.000000,0.000000,0.000000,0.000000,0.020497,0.000621,0.004348,0.333540,1610.0
0.011734,0.000721,0.029630,0.000000,0.000328,0.000000,0.032121,0.000197,0.000000,0.000852,0.000000,0.000131,0.000524,0.000066,0.000066,0.000393,0.028646,0.000197,0.000000,0.000066,0.000197,0.007866,0.004064,0.016126,1.000000,1644.0
0.082225,0.000170,0.000000,0.000425,0.000000,0.000000,0.000807,0.018060,0.000042,0.000042,0.000000,0.000000,0.000000,0.000000,0.000042,0.000000,0.004377,0.000000,0.000042,0.000000,0.000042,0.000977,0.004079,0.002040,1.000000,1866.0
0.050284,0.000318,0.000078,0.000249,0.000028,0.000364,0.001884,0.045619,0.000240,0.000034,0.000081,0.000016,0.000134,0.000093,0.000209,0.000053,0.010584,0.000019,0.000115,0.000137,0.000159,0.001302,0.008436,0.001196,1.000000,1854.0
0.006387,0.000206,0.000000,0.000000,0.000000,0.000000,0.001648,0.000000,0.000000,0.000206,0.000000,0.000000,0.000206,0.000721,0.000000,0.002472,0.009272,0.000000,0.000000,0.000000,0.000000,0.000927,0.000824,0.003503,1.000000,1678.0
0.008594,0.000079,0.000100,0.000036,0.000029,0.000000,0.001143,0.000014,0.000121,0.000007,0.000021,0.000000,0.000143,0.000093,0.000036,0.000007,0.005058,0.000007,0.000014,0.000014,0.015923,0.000179,0.004772,0.001343,1.000000,1751.0
0.013989,0.000201,0.000335,0.000000,0.000134,0.000067,0.007229,0.000067,0.000201,0.000000,0.000000,0.000067,0.000201,0.000201,0.000201,0.000000,0.016801,0.000134,0.000000,0.000067,0.009906,0.003213,0.006292,0.002544,1.000000,1762.0
0.037776,0.000259,0.000000,0.025682,0.000012,0.000059,0.000789,0.000224,0.000082,0.000000,0.000047,0.000012,0.000059,0.000153,0.000094,0.000000,0.006630,0.000000,0.000024,0.000059,0.000012,0.000294,0.036904,0.001013,1.000000,1841.0
0.035608,0.000182,0.000030,0.000167,0.000015,0.000030,0.001869,0.000228,0.000061,0.000000,0.022812,0.000030,0.000061,0.000091,0.000684,0.000030,0.009027,0.000000,0.000015,0.000015,0.000091,0.000805,0.017386,0.000699,1.000000,1822.0
0.017647,0.000588,0.000588,0.000000,0.000000,0.000000,0.014118,0.000000,0.000000,0.000588,0.000000,0.000000,0.001765,0.000000,0.000000,0.000000,0.007647,0.011765,0.000000,0.000000,0.000000,0.071765,0.002941,0.005882,0.825294,1700.0
0.030119,0.000101,0.000461,0.000043,0.000000,0.000072,0.011226,0.000043,0.000231,0.000029,0.000014,0.000000,0.000058,0.000000,0.000029,0.014743,0.016400,0.000014,0.000000,0.000000,0.000014,0.002565,0.001715,0.004439,1.000000,1680.0
0.084546,0.000356,0.000095,0.000237,0.000024,0.000451,0.002184,0.029669,0.000166,0.000047,0.000095,0.000000,0.000095,0.000071,0.000095,0.000071,0.010752,0.000024,0.000095,0.000190,0.000119,0.000688,0.011013,0.000831,1.000000,1853.0
0.006511,0.000172,0.000172,0.000014,0.000072,0.000501,0.005638,0.000000,0.000029,0.038780,0.000000,0.000043,0.000215,0.000000,0.000014,0.000072,0.030623,0.000014,0.000000,0.000000,0.000057,0.009960,0.000916,0.042858,1.000000,1655.0
0.010781,0.000873,0.000215,0.000000,0.000043,0.000415,0.009980,0.000072,0.000000,0.060851,0.000000,0.000072,0.000215,0.000000,0.000043,0.000072,0.060450,0.000000,0.000043,0.000000,0.000029,0.015463,0.000587,0.056226,1.000000,1655.0
0.040472,0.018887,0.003035,0.000337,0.000337,0.002361,0.029342,0.000000,0.000337,0.000337,0.000337,0.000337,0.000337,0.000000,0.000000,0.000000,0.178752,0.000337,0.000000,0.000000,0.000000,0.053288,0.001349,0.005396,1.000000,1600.0
0.046555,0.001531,0.005289,0.000070,0.030271,0.004802,0.099235,0.000070,0.000139,0.000139,0.000000,0.000209,0.000070,0.000000,0.000000,0.000070,0.158873,0.000070,0.000000,0.000139,0.000000,0.110578,0.002296,0.002853,1.000000,1579.0
0.008257,0.000141,0.000006,0.000045,0.000006,0.000091,0.001409,0.000108,0.000164,0.000034,0.000187,0.000011,0.000130,0.000057,0.023290,0.000045,0.005580,0.000011,0.000017,0.000023,0.000164,0.000577,0.006107,0.001189,1.000000,1792.0
0.010244,0.002509,0.000259,0.000129,0.040719,0.005769,0.020929,0.000026,0.000000,0.000155,0.000000,0.000362,0.000259,0.000000,0.000026,0.000026,0.188255,0.000000,0.000103,0.000000,0.000000,0.094529,0.001371,0.005329,1.000000,1584.0
0.019235,0.001115,0.000730,0.000019,0.000154,0.000135,0.010857,0.000058,0.000077,0.009877,0.000000,0.000096,0.000154,0.000154,0.000115,0.000135,0.038777,0.000058,0.000077,0.000038,0.000058,0.004765,0.003055,0.016679,1.000000,1656.0
0.057559,0.002650,0.001914,0.000442,0.000736,0.001325,0.053437,0.000000,0.000589,0.000294,0.000147,0.031650,0.000442,0.000147,0.000000,0.000147,0.194318,0.000147,0.000000,0.000000,0.000589,0.048579,0.004269,0.010158,1.000000,1622.0
0.012475,0.001062,0.000265,0.000000,0.000000,0.000000,0.001725,0.000265,0.003451,0.000000,0.016191,0.000000,0.000000,0.000000,0.003318,0.000000,0.013271,0.000000,0.000000,0.000000,0.000265,0.001593,0.018713,0.001062,1.000000,1815.0
0.024769,0.000450,0.000225,0.018915,0.000676,0.000000,0.004278,0.000450,0.000225,0.000000,0.000000,0.000000,0.000676,0.000000,0.000450,0.000225,0.022292,0.000225,0.000676,0.000225,0.000225,0.000901,0.030173,0.002027,1.000000,1842.0
0.002875,0.000030,0.000020,0.000081,0.000020,0.000030,0.000711,0.000030,0.017450,0.000010,0.000010,0.000000,0.000356,0.000010,0.000041,0.000061,0.005587,0.000000,0.000010,0.000020,0.000081,0.000325,0.001991,0.001371,1.000000,1744.0
0.016364,0.000433,0.000216,0.000173,0.000130,0.000173,0.005844,0.000216,0.000216,0.000000,0.000043,0.000087,0.000693,0.000130,0.000087,0.000130,0.018355,0.011126,0.000000,0.000000,0.000866,0.031082,0.003636,0.005108,1.000000,1704.0
0.014159,0.000814,0.000185,0.000185,0.000204,0.000296,0.005312,0.000056,0.000666,0.000111,0.000019,0.000019,0.000833,0.046289,0.000333,0.000259,0.026596,0.000056,0.000074,0.000019,0.000740,0.005701,0.010809,0.003683,1.000000,1776.0
0.006857,0.000000,0.000000,0.000000,0.000000,0.000000,0.001143,0.000571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000571,0.000000,0.004571,0.000000,0.000000,0.000000,0.001714,0.006286,0.003429,0.001714,0.626286,1750.0
0.013127,0.026310,0.000000,0.000000,0.000221,0.000938,0.014231,0.000055,0.000055,0.000055,0.000000,0.000165,0.000000,0.000000,0.000000,0.000000,0.233149,0.000000,0.000000,0.000000,0.000110,0.030116,0.000662,0.003806,1.000000,1608.0
0.028345,0.000225,0.000574,0.000025,0.000050,0.000100,0.016158,0.000000,0.000375,0.000150,0.000000,0.000100,0.002497,0.000025,0.000025,0.000075,0.014285,0.016308,0.000000,0.000075,0.000250,0.004595,0.002897,0.007093,1.000000,1701.0
0.018854,0.000153,0.000115,0.000057,0.000048,0.000096,0.002676,0.000067,0.000057,0.000019,0.000010,0.000010,0.000105,0.000029,0.000134,0.000048,0.010177,0.000076,0.000029,0.000038,0.017440,0.003937,0.008314,0.002074,1.000000,1753.0
0.028934,0.000311,0.000038,0.000304,0.000008,0.031743,0.002543,0.000046,0.000053,0.000053,0.000068,0.000084,0.000114,0.000061,0.000137,0.000228,0.019330,0.000000,0.000023,0.000076,0.000106,0.001837,0.021152,0.001883,1.000000,1562.0
0.077951,0.003712,0.026479,0.000247,0.000990,0.006187,0.128928,0.000000,0.000000,0.001980,0.000000,0.020787,0.000247,0.000000,0.000000,0.000495,0.100470,0.000247,0.000000,0.000247,0.000000,0.034397,0.002227,0.009899,1.000000,1625.0
0.051620,0.051704,0.001094,0.000056,0.000168,0.000898,0.027213,0.000084,0.000084,0.000140,0.000000,0.000729,0.000224,0.000112,0.000056,0.000140,0.202890,0.000056,0.000084,0.000084,0.000140,0.030467,0.002385,0.005751,1.000000,1609.0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1595.0
0.005135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000678,0.000000,0.000209,0.000052,0.000026,0.000000,0.009149,0.000026,0.000052,0.000026,0.004588,0.000026,0.000000,0.000026,0.000052,0.000365,0.001277,0.006855,1.000000,1725.0
0.006296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000437,0.000087,0.000000,0.000000,0.000000,0.000000,0.015391,0.000000,0.000000,0.000175,0.005859,0.000000,0.000000,0.000000,0.000087,0.000000,0.002099,0.005072,1.000000,1725.0
0.006485,0.000156,0.000039,0.008478,0.000000,0.000000,0.001797,0.000117,0.000078,0.000000,0.000000,0.000000,0.000117,0.000117,0.000078,0.000000,0.003438,0.000000,0.000000,0.000000,0.000860,0.000352,0.029887,0.000899,1.000000,1844.0
0.028446,0.000627,0.000000,0.000418,0.000209,0.000418,0.003347,0.012968,0.000000,0.000000,0.000209,0.000000,0.000000,0.000837,0.000209,0.000209,0.009831,0.000000,0.000627,0.000209,0.000000,0.002301,0.032629,0.002092,1.000000,1869.0
0.017030,0.044524,0.000462,0.000000,0.000000,0.001385,0.011182,0.000103,0.000000,0.000000,0.000000,0.000256,0.000000,0.000000,0.000000,0.000000,0.222262,0.000051,0.000000,0.000000,0.000000,0.041344,0.000410,0.002513,1.000000,1594.0
0.071865,0.000200,0.000024,0.000130,0.000035,0.000035,0.001825,0.034190,0.000082,0.000012,0.000141,0.000000,0.000024,0.000024,0.000212,0.000035,0.008680,0.000000,0.000012,0.000082,0.000106,0.002403,0.013520,0.000506,1.000000,1855.0
0.021472,0.004090,0.002556,0.000000,0.001022,0.002556,0.039877,0.000000,0.000511,0.000000,0.000000,0.032720,0.000511,0.000000,0.000000,0.000511,0.195808,0.000000,0.000000,0.000000,0.000000,0.037832,0.003579,0.011247,1.000000,1614.0
0.002872,0.000000,0.000000,0.000000,0.000000,0.000000,0.001723,0.000000,0.000574,0.000000,0.000000,0.000000,0.000574,0.000000,0.000000,0.000000,0.003446,0.000000,0.000000,0.000000,0.000574,0.000574,0.001149,0.001149,0.701895,1741.0
0.015675,0.000060,0.000000,0.000000,0.000000,0.000000,0.000723,0.000000,0.000060,0.000060,0.000000,0.000000,0.000121,0.000000,0.000000,0.026165,0.008802,0.000000,0.000000,0.000000,0.000060,0.001266,0.000663,0.008681,1.000000,1689.0
0.007681,0.000059,0.000017,0.000017,0.000000,0.000008,0.001122,0.000017,0.000042,0.000008,0.000000,0.000034,0.009239,0.000168,0.000025,0.000025,0.004439,0.000059,0.000008,0.000067,0.000126,0.000369,0.004305,0.002069,1.000000,1719.0
0.022880,0.003025,0.000378,0.000000,0.027040,0.011251,0.035832,0.000000,0.000095,0.000473,0.000000,0.000851,0.000095,0.000000,0.000189,0.000095,0.197977,0.000000,0.000000,0.000000,0.000473,0.140588,0.003120,0.006713,1.000000,1579.0
0.000000,0.000000,0.003047,0.000000,0.000000,0.000000,0.007313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007922,0.000000,0.000000,0.000000,0.000000,0.003047,0.000609,0.003656,0.248629,1641.0
0.025067,0.000243,0.000000,0.000081,0.000324,0.000162,0.006652,0.000081,0.000000,0.000000,0.000000,0.000000,0.010708,0.000081,0.000243,0.000081,0.012168,0.000730,0.000000,0.000081,0.000000,0.005030,0.002677,0.003326,1.000000,1729.0
0.041817,0.000560,0.015461,0.000129,0.000345,0.000043,0.051249,0.000000,0.000000,0.000172,0.000000,0.000086,0.000345,0.000129,0.000086,0.000086,0.078338,0.000215,0.000000,0.000000,0.000129,0.020327,0.002024,0.007838,1.000000,1640.0
0.040018,0.004398,0.003078,0.000880,0.167986,0.023307,0.190413,0.000000,0.000440,0.000000,0.000880,0.001759,0.002639,0.000000,0.000000,0.000440,0.228672,0.000880,0.000000,0.000000,0.000000,0.249340,0.006596,0.009675,1.000000,1580.0
0.074064,0.000184,0.000000,0.000131,0.000026,0.000039,0.001143,0.041517,0.000013,0.000000,0.000105,0.000000,0.000105,0.000000,0.000144,0.000026,0.007237,0.000000,0.000013,0.000026,0.000026,0.000867,0.008669,0.000486,1.000000,1852.0
0.047134,0.000369,0.000211,0.000137,0.000021,0.000053,0.005025,0.000126,0.000274,0.000137,0.000000,0.000063,0.000653,0.000053,0.000105,0.000569,0.015645,0.014001,0.000011,0.000011,0.000158,0.001875,0.003255,0.008618,1.000000,1692.0
0.018117,0.000167,0.000201,0.000117,0.000017,0.000284,0.004667,0.000117,0.000217,0.000217,0.000000,0.000050,0.000385,0.000050,0.000184,0.023671,0.019690,0.000100,0.000000,0.000017,0.000167,0.001807,0.001991,0.005688,1.000000,1683.0
0.010647,0.000038,0.000095,0.000000,0.000019,0.000000,0.003061,0.000019,0.000038,0.000095,0.000019,0.000019,0.000418,0.000000,0.000000,0.010818,0.015989,0.000152,0.000019,0.000000,0.000019,0.001711,0.002662,0.010533,1.000000,1687.0
0.007159,0.000389,0.000233,0.000078,0.000156,0.000156,0.012217,0.000000,0.000000,0.000000,0.000000,0.007859,0.000000,0.000000,0.000000,0.000156,0.173216,0.000000,0.000000,0.000000,0.000000,0.011283,0.002257,0.002957,1.000000,1620.0
0.041043,0.000471,0.000067,0.000134,0.000235,0.000370,0.002487,0.005714,0.000202,0.000134,0.000067,0.000034,0.000235,0.000101,0.031497,0.000034,0.007967,0.000101,0.000000,0.000235,0.000168,0.004740,0.010824,0.003698,1.000000,1792.0
0.011504,0.000342,0.000139,0.000038,0.000582,0.351963,0.006809,0.000025,0.000025,0.000392,0.000013,0.000076,0.000025,0.000013,0.000152,0.000101,0.117599,0.000038,0.000000,0.000025,0.000038,0.134774,0.002822,0.000873,1.000000,1565.0
0.076134,0.079682,0.005392,0.000080,0.000722,0.002325,0.122078,0.000040,0.000100,0.000160,0.000000,0.000100,0.000140,0.000020,0.000020,0.000301,0.190374,0.000221,0.000000,0.000040,0.000000,0.049553,0.001764,0.007557,1.000000,1599.0
0.006587,0.000044,0.000009,0.000000,0.000000,0.000026,0.001129,0.000026,0.000106,0.000044,0.000009,0.000000,0.003368,0.000018,0.000009,0.000079,0.003536,0.000053,0.000000,0.000026,0.000088,0.000335,0.000855,0.002795,1.000000,1722.0
0.026963,0.000162,0.000030,0.000089,0.000000,0.000089,0.000620,0.000251,0.000472,0.000030,0.001180,0.000030,0.000133,0.001003,0.018467,0.000015,0.005620,0.000015,0.000000,0.000133,0.000044,0.000207,0.008880,0.000605,1.000000,1794.0
0.118271,0.000253,0.000030,0.013010,0.000030,0.000030,0.000686,0.002206,0.000104,0.000015,0.000119,0.000015,0.000075,0.000060,0.000134,0.000030,0.005872,0.000030,0.000000,0.000238,0.000075,0.000358,0.025589,0.001699,1.000000,1834.0
0.014011,0.002335,0.000403,0.000081,0.000322,0.000564,0.017031,0.000040,0.000040,0.000161,0.000040,0.031807,0.000000,0.000000,0.000121,0.000081,0.212385,0.000040,0.000201,0.000000,0.000040,0.016427,0.001892,0.007891,1.000000,1613.0
0.004533,0.001218,0.000622,0.000052,0.000078,0.000725,0.045463,0.000000,0.000052,0.000155,0.000000,0.039608,0.000337,0.000000,0.000000,0.000207,0.186022,0.000000,0.000026,0.000078,0.000104,0.018237,0.000674,0.007253,1.000000,1621.0
0.011605,0.000093,0.000000,0.023996,0.000000,0.000014,0.000816,0.000165,0.000100,0.000021,0.000057,0.000007,0.000036,0.000036,0.000107,0.000007,0.006003,0.000000,0.000021,0.000036,0.000043,0.000315,0.027015,0.000608,1.000000,1837.0
0.007262,0.000064,0.000037,0.000028,0.000000,0.000009,0.002163,0.000009,0.000304,0.000018,0.000000,0.000028,0.009471,0.000230,0.000083,0.000000,0.005393,0.000018,0.000018,0.000028,0.000037,0.000184,0.003304,0.002062,1.000000,1719.0
0.003494,0.000000,0.000000,0.000318,0.000159,0.000318,0.004924,0.000000,0.000000,0.000000,0.000000,0.000318,0.000000,0.006671,0.000635,0.000000,0.005877,0.000000,0.000000,0.000000,0.000000,0.001588,0.010642,0.000635,1.000000,1778.0
0.011538,0.000083,0.000042,0.000104,0.000000,0.000042,0.002276,0.000101,0.018967,0.000024,0.000009,0.000012,0.000095,0.000009,0.000095,0.000060,0.005376,0.000018,0.000012,0.000089,0.000080,0.000503,0.001847,0.001293,1.000000,1749.0
0.021307,0.017926,0.000376,0.000000,0.000107,0.002737,0.028231,0.000054,0.000054,0.000054,0.000054,0.000376,0.000054,0.000000,0.000322,0.000107,0.204058,0.000107,0.000000,0.000000,0.000054,0.054369,0.004777,0.003328,1.000000,1590.0
0.005065,0.000400,0.000000,0.000000,0.000000,0.000000,0.002799,0.000000,0.000000,0.000133,0.000133,0.000000,0.006132,0.000133,0.000000,0.000133,0.007198,0.000267,0.000000,0.000133,0.000133,0.001999,0.005732,0.004932,1.000000,1717.0
0.012092,0.000642,0.000455,0.000027,0.000080,0.000629,0.009216,0.000027,0.000000,0.066600,0.000000,0.000294,0.000254,0.000000,0.000027,0.000054,0.062293,0.000013,0.000013,0.000000,0.000000,0.013256,0.000602,0.060126,1.000000,1655.0
0.041852,0.000537,0.000015,0.000493,0.000000,0.000073,0.001001,0.000232,0.000174,0.000000,0.000609,0.000000,0.000015,0.013404,0.000102,0.000029,0.010561,0.000015,0.000073,0.000029,0.000102,0.000319,0.020788,0.001074,1.000000,1777.0
0.029875,0.000397,0.000040,0.000119,0.000028,0.000103,0.001251,0.023973,0.000143,0.000016,0.000028,0.000040,0.000075,0.000024,0.000079,0.000028,0.008503,0.000091,0.000012,0.000032,0.000099,0.000473,0.006688,0.000643,1.000000,1869.0
0.037865,0.001862,0.003104,0.000000,0.001862,0.001862,0.088765,0.000000,0.000621,0.000000,0.000000,0.050900,0.001241,0.000000,0.000000,0.000000,0.151459,0.000000,0.000000,0.000000,0.000000,0.098696,0.001241,0.004345,0.976412,1611.0
0.056338,0.053629,0.000000,0.000361,0.001264,0.000903,0.022752,0.000361,0.000181,0.001083,0.000000,0.000000,0.000722,0.000000,0.000361,0.000181,0.164861,0.000000,0.000000,0.000000,0.000000,0.062477,0.003792,0.004514,1.000000,1602.0
0.058696,0.001549,0.015177,0.000465,0.000465,0.001549,0.033762,0.000155,0.000000,0.000155,0.000000,0.001549,0.000155,0.000000,0.000000,0.000310,0.158278,0.000000,0.000000,0.000000,0.000000,0.019823,0.001858,0.009602,1.000000,1632.0
0.013581,0.000031,0.000031,0.000061,0.000031,0.000031,0.002564,0.000061,0.000061,0.000000,0.000000,0.000000,0.000214,0.035676,0.000214,0.000214,0.019013,0.000031,0.000000,0.000000,0.000305,0.001465,0.013703,0.001740,1.000000,1786.0
0.018647,0.002152,0.007937,0.000143,0.000430,0.000717,0.039493,0.000048,0.000048,0.000048,0.000048,0.000287,0.000048,0.000000,0.000287,0.000096,0.162085,0.000000,0.000000,0.000000,0.000048,0.011284,0.002534,0.003777,1.000000,1630.0
0.018455,0.001374,0.000174,0.000017,0.019429,0.009497,0.019482,0.000017,0.000000,0.000261,0.000000,0.000157,0.000070,0.000017,0.000070,0.000017,0.167386,0.000000,0.000017,0.000017,0.000226,0.116020,0.000939,0.004279,1.000000,1586.0
